variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
"z_u[2,366]",0.8870775728731,0.882352,0.6718158069284037,0.6813999948,-0.22765954999999993,1.9627649999999994,1.000616379610689,3592.733241441285,3203.768073335463
"z_u[3,366]",-1.078307941155,-1.093065,0.6340661283206509,0.6461170800000001,-2.1104245,-0.036777745000001645,1.0003020156634106,3915.7100999143,2957.247640579347
"z_u[4,366]",0.0695773774065,0.06797015000000001,0.3903822847668317,0.39066161589000004,-0.5633034499999999,0.7104205499999985,1.0007490012982636,2238.0949407011244,2678.373294566132
"z_u[5,366]",0.5096251293675,0.5065405000000001,0.4415779931186083,0.4369392699,-0.2135709,1.2409964999999994,1.0006263475614414,3745.428539495831,2812.1101816629716
"z_u[6,366]",-0.2110371794174625,-0.21248499999999998,0.6474692001407193,0.6530756631,-1.2708835,0.8439127999999998,1.0014588133396674,4505.07471453087,2916.152169447945
"z_u[7,366]",0.7295273461155,0.732793,0.4034243386230783,0.38548118909999995,0.06137824500000003,1.3997889999999997,1.0002400873334523,2236.317251322146,2727.764429148979
"z_u[8,366]",0.86422179361,0.8693120000000001,0.43412453468456896,0.4330170516,0.1435317,1.5735894999999998,0.9995919011477207,4348.659399434403,2891.3222606470813
"z_u[9,366]",-0.48798127040675,-0.482158,0.6503401238388679,0.6593204484299999,-1.5470884999999999,0.5899735999999997,1.0006394171174433,3884.596688055327,2841.946735253082
"z_u[10,366]",-0.9763343321806,-0.978878,0.6416133413922122,0.6360101958,-2.0270604999999997,0.09102997499999994,1.0010958396646654,5154.112782655843,2811.635109176556
"z_u[11,366]",-0.18228342496825,-0.1891695,0.5059759675043826,0.5089491519,-1.0051809999999999,0.6550283999999998,1.0011805285961886,5000.214606491999,2983.1123748424775
"z_u[12,366]",0.9722520239755,0.9710595,0.49215816759643105,0.4961750703000001,0.18577085000000002,1.7553385,1.0007146702984384,4800.498900195514,2839.3609122288317
"z_u[13,366]",0.322068813321,0.319382,0.6140988485669923,0.6222279461999999,-0.6693564999999999,1.331647999999999,1.00068060619613,4670.726783126217,3144.4622547523477
"z_u[14,366]",-1.08030540241,-1.083285,0.4979249498016045,0.5084050377000001,-1.8806645000000002,-0.23624525000000077,1.0005129835435211,5120.167516714167,3248.696679599963
"z_u[15,366]",0.009181430663000003,0.004580435,0.4927582298429575,0.48491240303099997,-0.7984046499999999,0.8082077499999997,1.0008629219472305,5409.327668249882,3126.2254309551317
"z_u[16,366]",-0.694431504941575,-0.6836525,0.6382973158435692,0.6330094133999999,-1.741996,0.3540719999999998,1.0004732102711327,5028.198715794441,2666.6992707716645
"z_u[17,366]",-0.0646796006205,-0.056347549999999996,0.6495075230690962,0.6466597115999999,-1.1266969999999998,0.9968713499999996,1.0007020481946556,5202.528540307826,3072.111348687566
"z_u[18,366]",0.74649999038945,0.7459359999999999,0.6243493150601117,0.6166711614,-0.2865466999999999,1.7879804999999993,1.0011722391149354,5738.22259118778,2931.6868037087056
"z_u[19,366]",0.9202367979525,0.928033,0.5841069552035613,0.5904410022,-0.05447150999999999,1.8521904999999983,1.000364115986051,5171.749045658554,2966.7971207269447
"z_u[1,367]",-0.6334330621095,-0.6349345,0.7342551674548374,0.7104722981999999,-1.8289729999999997,0.5773530499999996,1.000149941459012,2567.3373637499794,2875.5532475949
"z_u[2,367]",0.34851003674825,0.34455250000000004,0.6144207253822405,0.6119935583999999,-0.6286199499999999,1.3432829999999993,1.0005264248159893,3112.935740010451,2786.1232238295242
"z_u[3,367]",-0.464329570818025,-0.471495,0.5809914397086549,0.58148402256,-1.4377769999999999,0.4837935499999983,1.0011847766910524,3334.3709981460024,3039.666290044958
"z_u[4,367]",-0.09056085570425002,-0.0921157,0.36523092127470086,0.35916696648,-0.6927395999999999,0.51616635,1.0002337587263341,2105.676073168324,2518.745731670338
"z_u[5,367]",1.4053380618,1.405685,0.37259027205981776,0.3832224479999999,0.8027299,2.006652499999999,1.002143815840078,4487.278704129033,3147.698850716943
"z_u[6,367]",1.2188124470935,1.2349800000000002,0.5513826759984338,0.5482677039,0.2958974,2.136796,1.000354091022681,4059.3485825348967,2571.4738599540497
"z_u[7,367]",-0.052264116060000004,-0.047097349999999996,0.3674312702039048,0.35409009929999996,-0.6485450500000001,0.5503472499999997,1.0000307644471553,2305.936142471189,2748.9321598506212
"z_u[8,367]",-0.8361893050075,-0.8299559999999999,0.3857602804203203,0.37947740040000016,-1.470214,-0.19866800000000048,1.0014358479188024,3884.7030760045627,3039.5009848417785
"z_u[9,367]",0.8000729986727501,0.804936,0.5570394915271056,0.552335217,-0.14702259999999998,1.698112,1.0007849471804406,4782.316081235176,3001.9356789730746
"z_u[10,367]",0.8354813537375,0.841914,0.5711456626481253,0.5800709565,-0.10205634999999992,1.7458825,1.0020136628566,4864.425479959401,2899.959688607107
"z_u[11,367]",-0.63706741417875,-0.6420794999999999,0.4225116188863613,0.4304439993,-1.3271395,0.06332789499999938,1.0008019400349155,5094.059929693925,3034.5310774952127
"z_u[12,367]",-0.8494299459015,-0.853156,0.43570513433395724,0.44947613550000004,-1.5665315,-0.15310985000000005,1.0001374417515247,5371.80549529532,3164.8816489048113
"z_u[13,367]",0.575999050434625,0.574981,0.5756589736408554,0.5815246458,-0.36755124999999994,1.5142409999999988,1.004802525660149,5416.71971541546,2865.4087946029044
"z_u[14,367]",-0.06683451815774999,-0.06449579999999999,0.4293313221697045,0.4292341977,-0.78182895,0.6267017999999999,1.0001783520851046,3955.9960310528177,2796.3008299947114
"z_u[15,367]",-1.438029521525,-1.439605,0.4239635145857071,0.4334306969999999,-2.1296185000000003,-0.7424861500000001,1.001227677815644,4978.908574847606,2939.9594947306696
"z_u[16,367]",1.16509787039375,1.181565,0.5542384034928712,0.5512929492,0.23682214999999998,2.0678989999999984,1.0009472303907336,4482.369597929971,3063.744149150586
"z_u[17,367]",-0.917935961114,-0.928161,0.5607521484963255,0.5521202399999999,-1.8213235,0.0168134049999997,1.0007504895524897,5449.890252204491,2665.409617548807
"z_u[18,367]",-0.787389198736,-0.791585,0.5615193102982617,0.5547370289999999,-1.69727,0.16414494999999954,1.0002192265172511,5726.578394207965,2913.850551391233
"z_u[19,367]",-0.414810662295725,-0.41161400000000004,0.5123273921631258,0.50964493608,-1.261252,0.41909584999999994,1.0019756879995039,4930.555567633588,2582.3237759087715
"z_u[1,368]",-0.38334496885,-0.376068,0.7584251501091052,0.7580355888000001,-1.6237425,0.8630540999999975,1.0028711686442344,1829.6353622802303,2556.5708276676164
"z_u[2,368]",0.04761142128022502,0.02845645,0.6377809769189603,0.65065895097,-0.9789294500000001,1.110488,1.002046853875864,2753.5099832576607,3094.025404400062
"z_u[3,368]",0.9001114126775001,0.895451,0.6079849268172809,0.6094812927,-0.10988739999999997,1.8772939999999994,1.0000980064635725,3342.4226814636177,2602.2606754422663
"z_u[4,368]",1.56297834825,1.5671599999999999,0.38877170432809743,0.3958097220000002,0.9167487,2.1908174999999996,1.004167377011247,1550.9247299733142,2224.3142089603984
"z_u[5,368]",-0.34030560420925,-0.3420235,0.3880220191038502,0.38968643574,-0.97689905,0.30244469999999973,1.0019714210091584,3720.590905498392,2916.5694676120625
"z_u[6,368]",-0.636590958538525,-0.64689,0.5713238512975823,0.5702998811999999,-1.5681654999999999,0.30693735,1.0005759350711603,3856.3084388094185,3243.552566861551
"z_u[7,368]",-0.861025816970225,-0.8551405,0.388738692542939,0.38202821369999995,-1.506909,-0.23421255000000038,1.0040378872063827,1508.779613059836,2512.480875140772
"z_u[8,368]",0.179468504145975,0.1763505,0.3861793704910208,0.38526702753000003,-0.45498745,0.8047847999999995,1.0003935702302964,3731.836468935334,2881.6518522487822
"z_u[9,368]",0.734924887025425,0.747287,0.5597946364987381,0.5622804977999999,-0.19185395,1.6279159999999995,0.99984906837829,4033.223473427406,2959.527597165271
"z_u[10,368]",0.47106896896465,0.4714435,0.5661863639020185,0.5616546182100001,-0.45212949999999996,1.4020664999999997,1.0005885399015961,4318.945117070019,2829.7068260231977
"z_u[11,368]",-1.2731148829855,-1.279115,0.420659673145714,0.4118218019999999,-1.954542,-0.5779273,1.001673025187408,4702.589636017323,3032.4022664953495
"z_u[12,368]",-0.59390375379625,-0.5945395,0.4177987685695304,0.41513541300000006,-1.2807509999999998,0.07941239999999909,1.0042428506144834,5547.909215286658,3264.345874699224
"z_u[13,368]",-0.25736201087425,-0.2498415,0.5542381421109437,0.5505827837999999,-1.173342,0.6396206499999999,1.00173721194043,4127.653771549355,2583.7200786123794
"z_u[14,368]",-0.56982013629825,-0.5668715,0.43772572905971363,0.43525800149999994,-1.2879364999999998,0.16051969999999968,1.0013567472815588,5226.138440538261,2587.9154020440587
"z_u[15,368]",1.0651124586275,1.0644900000000002,0.4275329016514419,0.4346827526999999,0.37129895,1.7596899999999998,1.0001212219596827,4332.8939725240025,2924.419987105595
"z_u[16,368]",-0.7182928192155,-0.7181835,0.5488696218591665,0.5534493909,-1.590028,0.19798359999999987,1.0029200626834451,4955.762205572653,2936.443493214386
"z_u[17,368]",-0.6837346804885,-0.6886755,0.5629058773913195,0.5636511614999999,-1.6092885,0.23659619999999976,1.000765027918654,4174.415365738015,2953.066350673182
"z_u[18,368]",-0.3525152715585,-0.3514525,0.5458075190846857,0.5620069580999999,-1.23591,0.5436462499999998,1.001983647072112,4435.0854057441375,3216.231960074538
"z_u[19,368]",-0.13036770882100002,-0.131511,0.5222365136263031,0.5234979057,-0.98648135,0.7346623999999999,1.003413101503712,3891.972038883306,2830.7263147367053
"z_u[1,369]",0.169983703527,0.1647705,0.7690247180049631,0.7835800454999999,-1.0969885,1.4347179999999993,1.0006080739347947,2833.0703901118122,2425.1169784174945
"z_u[2,369]",0.50775154245075,0.5123715,0.7007851843919578,0.71334446505,-0.6480964499999999,1.652947,1.0002164111277423,3073.010359272288,2679.615804284766
"z_u[3,369]",-0.7994351966425001,-0.8002525,0.6565051701431055,0.6557183976,-1.8991824999999998,0.27798174999999997,1.0007812449862798,3292.2989798366325,2291.02460303511
"z_u[4,369]",0.051856470089999995,0.05407915,0.4022915980640705,0.41881618988999997,-0.60993445,0.7108524999999997,1.0004223508963246,2095.772727196714,2520.3515396747025
"z_u[5,369]",-0.617272797223,-0.6170595,0.44509890216057174,0.4385931101999999,-1.36215,0.13597279999999928,0.9999292243860299,4075.5807762384293,3120.5561354835227
"z_u[6,369]",0.808400895889,0.811348,0.6321067294600589,0.6290849712,-0.2393706,1.8466934999999998,1.000174816814591,4009.86735326035,2775.319414986072
"z_u[7,369]",-0.13585032280925,-0.1323965,0.39702648197052165,0.4039744001999999,-0.7907021,0.4993147999999999,1.0007602227229973,2265.179961168143,2470.2541751880135
"z_u[8,369]",0.4708561978795,0.4706855,0.4534568481370223,0.4475465316,-0.26020259999999995,1.2117639999999994,1.0010971243830942,4111.18311706822,3185.1169181138584
"z_u[9,369]",0.5663173662116,0.5679434999999999,0.6246733788725517,0.6314378573999998,-0.4489555,1.5921204999999994,1.0013151895413293,5445.32146407822,3135.6104616104135
"z_u[10,369]",-1.26617294886,-1.25876,0.6312362703723555,0.6551683529999998,-2.2796089999999998,-0.22506285000000167,1.0011695894599677,5043.528626366444,3098.8220581913984
"z_u[11,369]",0.385922789121525,0.3856425,0.5000205807842213,0.5023335683099999,-0.44527455000000005,1.20568,0.9998667217531436,4384.398608845215,3070.3150641610914
"z_u[12,369]",0.137900092686925,0.134034,0.4939891302188233,0.4995850503,-0.6675656,0.9740201499999996,1.0019262945231273,5105.626755687549,3053.6488862468964
"z_u[13,369]",0.7173735127315,0.7315055,0.6432291916101686,0.6292962416999999,-0.35925224999999994,1.7597710000000002,0.9999934115918674,4841.25620712296,3053.012297371389
"z_u[14,369]",-0.712261388215,-0.7259385,0.5082520539973584,0.48234834270000004,-1.545798,0.14047364999999992,1.000710339357728,5460.930021741585,2968.1102630055398
"z_u[15,369]",0.52291928585375,0.523554,0.5063421094521555,0.4965160683,-0.31329095,1.3427879999999994,1.0014266226822055,4101.277720878092,2984.9397194707053
"z_u[16,369]",-2.4234624935,-2.438555,0.6077834581987539,0.5981772089999999,-3.4293424999999997,-1.4088520000000009,0.9997611551706613,5637.7687215763735,3300.8251235697794
"z_u[17,369]",-0.6842290473146098,-0.679472,0.6470734529613581,0.6362325858,-1.742218,0.3852296999999993,1.0003399558010537,4656.42841998835,2962.0199142506
"z_u[18,369]",0.3064545379841,0.30436850000000004,0.6448368212639434,0.6479317823999999,-0.7472482500000001,1.3684844999999985,1.0002909266811844,5338.170635118578,3131.150937244467
"z_u[19,369]",0.52955701419875,0.5434254999999999,0.589818624505765,0.5797351476,-0.46248779999999995,1.479552499999999,1.000323353197434,4482.398305252923,2869.9452861281857
"z_u[1,370]",0.63496940156725,0.6354150000000001,0.7688037636241276,0.7707296099999998,-0.6325028,1.9147684999999992,1.000245769171257,2533.9668116614203,3036.3452567175277
"z_u[2,370]",0.488822809041475,0.47916400000000003,0.6882765405453102,0.68579783118,-0.6564026,1.6381554999999983,1.0021959372462677,3816.560637016897,3129.949805366026
"z_u[3,370]",-2.018260482995,-2.00815,0.6562402520988574,0.6622848330000002,-3.1037974999999998,-0.9313805000000003,1.0016705137259223,3543.820829711631,3039.235738885663
"z_u[4,370]",0.3960068776969,0.4000805,0.40869631960346753,0.40933029269999993,-0.28825114999999996,1.0516319999999992,1.0003145202119985,2205.231691277689,2744.6630552384336
"z_u[5,370]",0.908616820662,0.9041925,0.4318167453534433,0.44111056499999995,0.1982563,1.5975619999999995,1.0008963054051665,4117.857854173776,2993.4648856936374
"z_u[6,370]",0.3179561534525,0.31194900000000003,0.6333999853163397,0.6450577623,-0.7058004,1.3689874999999996,1.0005784597230225,4939.216064415206,3463.365132159894
"z_u[7,370]",0.186115654593225,0.181004,0.40159177666116713,0.40207830306,-0.47448119999999994,0.8570646499999999,1.0011551219403776,2345.4007635686894,2514.2072704081074
"z_u[8,370]",0.40558735559025,0.40467699999999995,0.44885613992154866,0.43692815039999994,-0.35070355,1.1353979999999997,1.000063635965144,3479.1853896988546,2611.291592366452
"z_u[9,370]",-1.8575758074725,-1.85101,0.636922983976427,0.6485337179999999,-2.877535,-0.8210153000000009,1.0026490399086447,5025.500780223761,3153.678829302124
"z_u[10,370]",-0.7852106324671,-0.7904850000000001,0.6345754880649332,0.6346432386000002,-1.8248214999999999,0.25751309999999905,1.0022899590767518,4468.465597401032,2954.478111861763
"z_u[11,370]",-0.9487323663345,-0.9510585,0.4967960584647277,0.5072315598,-1.751255,-0.12959835000000042,1.0016912763964798,4680.683605479508,2745.6862685480537
"z_u[12,370]",-0.42168689790702746,-0.416829,0.4984701956905692,0.4869051138,-1.2364709999999999,0.4082614499999992,1.0001058862274095,4134.612201884184,2757.283205026813
"z_u[13,370]",-1.29503572589875,-1.294645,0.6320572560609359,0.6343911965999999,-2.3413285000000004,-0.2679014000000005,1.001856839531271,5189.674623563056,3130.0733941728663
"z_u[14,370]",-0.867885352604525,-0.8668089999999999,0.5124574065589604,0.5121834438,-1.7282465,-0.03283441500000004,0.9996767463598514,5337.865960535097,3048.4922727761164
"z_u[15,370]",-0.175186454234069,-0.177031,0.47999559969455574,0.4870133436,-0.9862053999999999,0.6225071999999996,1.0009908859744214,5068.705392788546,3119.842425654643
"z_u[16,370]",-0.45202078200025,-0.454958,0.6320575872223727,0.6270660406499999,-1.4597300000000002,0.6016762499999999,1.0037050676052148,4336.819861807715,2910.852234596638
"z_u[17,370]",1.21052106463425,1.206825,0.6366234093119363,0.6187512491999999,0.13256325000000005,2.2489014999999997,0.999607672269359,5304.8508116769535,3211.9870402736065
"z_u[18,370]",1.13857464027175,1.15138,0.6395849768472283,0.6463617089999999,0.06257009500000005,2.1716534999999997,1.0017946256965622,3993.792782202644,2976.006628004077
"z_u[19,370]",1.18346040277,1.197805,0.5763646001566396,0.5771702496,0.23752700000000002,2.114562999999999,1.001325791329794,4566.508947115877,3128.1361548149866
"z_u[1,371]",-0.476712856971175,-0.48793699999999995,0.767445129465505,0.7615761858600001,-1.7140625,0.8058180999999998,1.000663413929761,2594.707952045331,2509.7220576016343
"z_u[2,371]",-0.21037006870552502,-0.2172345,0.6907907005591365,0.704472216,-1.3318074999999998,0.9188009999999993,1.00011139291987,3473.9759155315073,2957.2950551095932
"z_u[3,371]",-0.53321317565175,-0.5247785,0.6591270061565732,0.66365134542,-1.6259675,0.5701680499999988,1.0008638053186285,4710.752431384346,3025.9019749912445
"z_u[4,371]",0.177356655551725,0.18690099999999998,0.3924240300409628,0.38890347467999997,-0.47248324999999997,0.8111775999999997,1.0011772606345548,2109.9757009505333,2534.0336540902
"z_u[5,371]",0.037390594657500005,0.038432499999999994,0.4419292602688022,0.44664066300000005,-0.69297835,0.7475495499999997,1.0001625927026503,4655.543624662179,2939.000270467374
"z_u[6,371]",1.085497472821,1.08459,0.6445860331403435,0.6359968524,0.013706305000000023,2.1359344999999994,1.0009251326938013,4600.519338136203,3074.7995938208896
"z_u[7,371]",0.16834569957925,0.1764125,0.39241985688552283,0.39803955239999994,-0.4825809,0.7967046999999995,1.0015299025002713,2300.6005403782783,2635.9968319690392
"z_u[8,371]",-0.2014921381031,-0.19514599999999999,0.43250255305315655,0.4348476178199999,-0.93960395,0.49951809999999996,1.0011762026497204,4588.007995226735,3241.5010962436836
"z_u[9,371]",-0.280343690906,-0.29473,0.6476943189352626,0.6410013686999999,-1.347976,0.8042739499999993,0.9996000265390681,4623.049349126165,2880.585506531024
"z_u[10,371]",0.40453445680550004,0.400821,0.6462109661219232,0.64184281833,-0.6820767,1.4522719999999996,1.000906683107334,4599.444743454646,2989.8386397718327
"z_u[11,371]",0.45412227621449996,0.4603275,0.5029257539425308,0.5120151687,-0.37430785,1.2795115,1.001768003506632,4175.173381058169,2836.0768286313873
"z_u[12,371]",0.171017522348975,0.1627165,0.5017897563124765,0.49100376149999997,-0.6523711499999999,1.002174,0.9999306778873367,4541.373429652642,2936.300708439244
"z_u[13,371]",0.764489319533225,0.7691619999999999,0.6334387300331485,0.6219625608000001,-0.30153125,1.808938499999998,1.0012759434113132,4706.598770819495,2723.4569706520874
"z_u[14,371]",-0.83809900512075,-0.839916,0.5083383396924944,0.4949333928,-1.6949809999999998,-0.007676116000000785,1.001338994035668,4893.012380404228,2647.317075069857
"z_u[15,371]",0.20675286901695,0.2030275,0.4924317853421633,0.5086311342,-0.59686695,1.0000649999999998,1.0002407724338007,4403.243950479477,2868.873035519487
"z_u[16,371]",0.37021883288907503,0.36368500000000004,0.627766378827058,0.65567955348,-0.6305875499999999,1.403334,1.0020425185568185,4269.997377208131,3085.935546320126
"z_u[17,371]",0.06623550652299998,0.06761495000000001,0.6165991017171959,0.6121603509,-0.9541729,1.0640284999999998,1.0011442740217147,4968.522660350723,3164.9097957783924
"z_u[18,371]",0.86613979,0.8657595,0.6393055439540961,0.6457330866,-0.17785939999999997,1.9333144999999992,1.0002109865451274,5207.842818618404,3179.3351958260578
"z_u[19,371]",0.13056214946550002,0.12066850000000001,0.587285321062878,0.5768863317,-0.81863825,1.095147,1.0015608337951891,5560.600351044153,2830.592510799006
"z_u[1,372]",-0.09092547104599999,-0.07230400000000001,0.6943891791600274,0.6916870149,-1.2551165,1.0477804999999993,1.0021331991934137,1724.6672742109233,2430.5895931188884
"z_u[2,372]",1.01673355950025,1.0273400000000001,0.5403763925184812,0.5482743755999999,0.12834860000000003,1.9016229999999998,1.0013575746573409,2175.3038784218443,2473.647582660774
"z_u[3,372]",-0.392068585992075,-0.3927985,0.486860803643295,0.50247448944,-1.1889605,0.39238555,1.0012192928601145,2676.565658593381,2555.4160912913476
"z_u[4,372]",-0.9849583279925,-0.9780125,0.3484308087694394,0.3461300199,-1.5689445,-0.4258960500000003,1.001659832827912,1575.6381214437697,2129.012076153087
"z_u[5,372]",1.3486948585,1.34931,0.2934695945615813,0.296253132,0.867162,1.8258984999999999,1.0035131778793087,2547.9788372949606,3009.3472297335247
"z_u[6,372]",-0.975047016142,-0.984669,0.45354821835022396,0.4537393518000001,-1.715645,-0.22323805000000038,1.0005325356960948,2924.9147802251537,3426.338889624001
"z_u[7,372]",-0.22884729522025,-0.2173535,0.34791177564776427,0.35438098541999996,-0.81152845,0.3294176499999996,1.0031146291403625,1672.6859759135273,2337.5076496862243
"z_u[8,372]",-0.5183331721955,-0.5157255000000001,0.2984182104399724,0.29750073990000003,-1.002261,-0.024547850000000083,1.0006331587448043,2878.946657618435,2619.8729641370505
"z_u[9,372]",0.112572189643025,0.1223985,0.43829667040368403,0.4355693474999999,-0.6183875,0.8159177999999997,1.000456279715109,3615.2377568289,3016.5287488872395
"z_u[10,372]",0.1130512253345,0.123952,0.4472993758283697,0.4474294062,-0.62328225,0.8268217999999994,1.0007983428862077,4876.541495939855,3130.3722179414876
"z_u[11,372]",0.926580023125,0.9258040000000001,0.3154502876186965,0.32531357459999977,0.41445545000000006,1.4445374999999998,0.9995756099523814,4525.125467613682,2828.7758093093253
"z_u[12,372]",-0.06977450211882501,-0.07075999999999999,0.3167913292644843,0.31448911199999996,-0.587883,0.4757511499999997,0.9999655718047844,4373.974229460095,3027.019441577524
"z_u[13,372]",-0.80337342791425,-0.8045169999999999,0.4450463153089951,0.45413965380000004,-1.5249205,-0.06883119500000036,1.0014296819637731,4748.2030797244925,3199.520024589326
"z_u[14,372]",1.79970217925,1.7977400000000001,0.3233779057075264,0.318914673,1.2722159999999998,2.328902,0.9999266250931322,4323.698972865548,2963.7442637561803
"z_u[15,372]",-0.40820681935875003,-0.407616,0.3288392053900987,0.33312910049999994,-0.9622303999999999,0.13131834999999983,0.9998715145234836,3908.0428193572197,2829.8248111679663
"z_u[16,372]",-0.627318776442,-0.6297665,0.4411579836689862,0.43593036059999996,-1.3522934999999998,0.11378374999999936,1.0004303314947394,4792.479456777651,2762.3701476880688
"z_u[17,372]",1.0511697256775001,1.056175,0.4348643254212617,0.4355515562999999,0.34646920000000003,1.7599149999999997,1.001549957672529,4511.305052351967,2898.3927359281333
"z_u[18,372]",0.553206358831,0.554677,0.4376779094056944,0.43790444249999994,-0.17618085,1.275573,1.0000870280436889,4609.6664801242405,2615.4125950510197
"z_u[19,372]",0.83710922154825,0.831148,0.3836240044581082,0.3702230111999999,0.22527855,1.464040499999999,1.0009731999244424,4777.319952799504,2633.928208041527
"z_u[1,373]",-0.503619813466,-0.486147,0.7410859892667521,0.74054394813,-1.7421085,0.6998116999999994,1.0006787980425282,2056.8047318393465,2682.519723689369
"z_u[2,373]",0.03777808457575,0.042490200000000006,0.5849682507805873,0.5950745719799999,-0.9062916,1.0061479999999998,1.000902323127409,2770.6872398555774,2650.580253311909
"z_u[3,373]",0.65334084766375,0.6553355000000001,0.5448106874836561,0.5274557064000001,-0.2470655,1.5509714999999997,0.9999165856701423,3202.373795224969,3017.1106267179653
"z_u[4,373]",-0.63096443217575,-0.6298265000000001,0.3697983506670515,0.3708486684000001,-1.2464565,-0.026003510000000046,1.000816573039236,1869.0270051368318,2390.829452888572
"z_u[5,373]",1.17927828465,1.175195,0.3409972202148215,0.3464680527,0.63329305,1.7505944999999998,1.0019567251597714,3159.301500448889,2824.678254167701
"z_u[6,373]",-0.347238239582435,-0.35753650000000003,0.5142168245043635,0.51249056439,-1.18741,0.5065490999999998,1.0000619574456482,3398.0422684044065,2705.095511372299
"z_u[7,373]",0.366587666169575,0.37415849999999995,0.3692795143262184,0.3640591017,-0.23856059999999996,0.9695114499999997,1.0003863318373756,1846.037944985283,2516.8055509040487
"z_u[8,373]",-0.5057160138455,-0.513058,0.34530495404604183,0.3393293337,-1.073107,0.07605076999999985,1.0014395812571824,4124.926830125618,3023.833905645884
"z_u[9,373]",-0.45463904516215,-0.458267,0.5077832741158818,0.4941357539999999,-1.2873554999999999,0.37891664999999947,1.0014443798824375,3841.2191734964026,2835.9761806114648
"z_u[10,373]",1.2311976697875,1.22811,0.5128856654518583,0.5168617880999999,0.3998840000000001,2.0695394999999985,1.0010785343752373,4180.455990519766,2731.923661981393
"z_u[11,373]",0.06285279101100001,0.0610267,0.38099154304059024,0.3855827472,-0.5516339499999999,0.6856786499999994,1.0000046601046026,4575.168459205002,3105.8843466412154
"z_u[12,373]",0.6398260594935,0.639841,0.3685293361076976,0.36495533339999997,0.026582015000000014,1.2376795,1.0006349381002562,4439.140678941059,3261.0102908176295
"z_u[13,373]",0.2214015044816,0.22040949999999998,0.4933253161975342,0.49677997109999994,-0.5925268,0.9987895999999991,1.0013617141665168,4041.734404370153,2898.804321285109
"z_u[14,373]",0.7146625150775,0.7097150000000001,0.3947512883549874,0.3963204777000002,0.07702563500000006,1.368871,1.0011034177702698,5371.531056263362,2843.2187024886416
"z_u[15,373]",-0.81096676676,-0.8080175,0.3780353198452486,0.3711133124999999,-1.4458155,-0.1945321,0.9997798281208612,5317.945355974753,3122.6655838431047
"z_u[16,373]",0.50345648808375,0.50699,0.49292190517178064,0.4842423641999999,-0.30658175,1.3224904999999998,1.0008097616524922,4551.513087188722,3035.8416062781666
"z_u[17,373]",0.47397294380550004,0.4732425,0.5034559221257349,0.4907376348,-0.3442674,1.3033149999999993,0.999535912279661,4592.778868946421,2464.8961024973355
"z_u[18,373]",-0.41926570602925,-0.4245045,0.49761213013815275,0.5021195549999999,-1.230265,0.3962631499999998,1.0008625858431912,4826.228250787122,3244.1555988800974
"z_u[19,373]",-0.33526332770935,-0.33897299999999997,0.4573128896412567,0.45155570439,-1.070456,0.4284750999999998,1.002412350095541,5192.839709803956,3168.9228465236865
"z_u[1,374]",1.291959234494,1.3065,0.6950693899210167,0.70858643099999985,0.12937655000000003,2.4267454999999996,1.0026325305452495,1413.2026358860157,2140.797166088696
"z_u[2,374]",1.000999507596,0.992344,0.5330690611898595,0.5287707725999998,0.11529350000000001,1.8952594999999999,1.0008283014436843,1917.6745687422247,2594.9671994007404
"z_u[3,374]",-1.82085674725,-1.8238400000000001,0.47886457041081765,0.4738241340000002,-2.5946339999999997,-1.0322875000000005,1.0011259995698176,2700.113188041583,2748.54971890225
"z_u[4,374]",0.809216276855,0.803178,0.34898082021975785,0.3475155095999999,0.23646050000000002,1.3869809999999998,1.002611212385724,1332.9050647240197,2074.3038251740268
"z_u[5,374]",-1.131867221,-1.13012,0.29607709170698593,0.29100324540000005,-1.6143420000000002,-0.6460108999999999,1.0010587809986635,3170.8839819229074,3501.401755137534
"z_u[6,374]",-2.3399342195,-2.344925,0.46458709821656724,0.46226726700000004,-3.08789,-1.5701840000000002,0.9998064300499774,2612.446078694849,2738.9157404644266
"z_u[7,374]",0.2883525263915,0.2919075,0.34420957098666255,0.34790558166,-0.26525899999999997,0.8578900499999998,1.001932829885078,1393.893255381699,1951.2429093758033
"z_u[8,374]",-1.043883733,-1.0486399999999998,0.29684421167597097,0.29723757840000004,-1.531449,-0.5437117000000006,1.0026649062221167,3100.0956467731808,2629.0884222771683
"z_u[9,374]",-1.182781641566,-1.1885050000000001,0.4424877553906939,0.44120693399999983,-1.9183705,-0.45423835000000007,1.001239346186943,3193.0920628064305,2847.830815374891
"z_u[10,374]",-0.8143070237506,-0.81507,0.444710758214944,0.44402758049999996,-1.5496590000000001,-0.09429495000000007,1.001446915256988,3511.709819863294,3042.797725532264
"z_u[11,374]",0.018039372444225002,0.0204535,0.336174100396917,0.342769707,-0.5270638499999999,0.56539175,1.0031640785349643,4420.131720301938,2624.9443968797577
"z_u[12,374]",0.5320003532087499,0.5282685,0.32473301245203634,0.3266590341,-0.00198932949999998,1.0631779999999997,1.0013002616816933,5153.340690034575,2769.378013698974
"z_u[13,374]",-1.34924194085,-1.35637,0.42831478669649914,0.43347517500000005,-2.0474945,-0.6416628000000001,1.000006598009612,4078.3836613581652,3231.945404819262
